Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
2-(3,4-Dihydroxyphenyl)-3-(beta-D-glucopyranosyloxy)-5-hydroxy-7-(beta-D-glucopyranosyloxy)-2,3-dihydro-4H-1-benzopyran-4-one	1311	627.1556	-1.8	12.3	C27H32O17	[M - H]-	0.63	DPTVRZXQCBYWIK	-0.60448158942364	0.0419080705177042	0.157094351548196	Flavonoid O-glycosides
Latifonin	1262	259.0822	-0.6	2.4	C11H16O7	[M - H]-	0.52	CWCMFEDIQBKDKW	-0.673264411119469	0.043193315402754	0.159821464022529	Terpene lactones
Gallicynoic Acid F	1625	343.2121	-1.4	18.6	C18H32O6	[M - H]-	0.65	DTCUTCQYZMBUDK	-1.59254537839254	0.0441459248789475	0.162646200375437	Long-chain fatty acids
(2R,3S,4R,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,6R)-6-hydroxy-2-methyloxan-3-yl]oxyoxane-3,4,5-triol	1022	293.1238	-1.3	9.5	C12H22O8	[M - H]-	0.76	OVNFSNIMZQLEGY	-0.341014676324669	0.045290582157207	0.166388050403756	O-glycosyl compounds
dimorphecolate	283	295.2274	-1.8	23.9	C18H32O3	[M - H]-	0.74	NPDSHTNEKLQQIJ	-2.63405162144885	0.0453751032221629	0.166461438420993	Lineolic acids and derivatives
2-(4-Hydroxyphenyl)ethyl 6-O-beta-D-glucopyranosyl-beta-D-glucopyranoside	655	461.1655	-2.2	13.5	C20H30O12	[M - H]-	0.76	SQHAOKVLRGPBHU	-0.305792922721979	0.0457976015763391	0.167534772291317	O-glycosyl compounds
(9R,10R)-9,10-Dihydroxyhexadecanoic acid	1037	287.2224	-1.2	22.2	C16H32O4	[M - H]-	0.78	MHWBJDVXYSGJET	-1.42580788561183	0.0462927560858464	0.168390716425103	Long-chain fatty acids
(2E,4Z)-2,4-Tridecadienedioic acid	1784	239.1282	-3.1	20.7	C13H20O4	[M - H]-	0.52	SGRLVTREURDUFS	-1.95642976136874	0.0476721534851014	0.171473478156313	Long-chain fatty acids
4-Nitro-2,6-xylenol	177	166.0499	-6.2	20.8	C8H9NO3	[M - H]-	0.7	FNORUNUDZNWQFF	0.557473551063097	0.0479961589705405	0.17239845958917	Nitrobenzenes
3-hydroxy-decanedioate	422	217.1073	-3.8	15.5	C10H18O5	[M - H]-	0.69	OQYZCCKCJQWHIE	-0.311749902801904	0.0490109931214368	0.174635470350815	Medium-chain hydroxy acids and derivatives
Microdontin A	562	563.161	9.1	4.5	C30H28O11	[M - H]-	0.52	OWGCMMINSKNONQ	-0.41699466516403	0.0497839366848538	0.176121773265073	Anthracenes
5-pentyl-2-furannonanoic acid	432	293.2119	-1.2	24.3	C18H30O3	[M - H]-	0.55	BJTONYHCPUUWFX	-1.49165979618055	0.0503495009347244	0.177392572282315	Furanoid fatty acids
2-sulfooxybenzoate	753	216.9804	-3.8	6.2	C7H6O6S	[M - H]-	0.71	MOODSJOROWROTO	-0.337219409268948	0.0506250020139869	0.177841345152341	Phenylsulfates
alphaGal	747	179.0552	-5.3	1.4	C6H12O6	[M - H]-	0.63	WQZGKKKJIJFFOK	0.627591656732235	0.0505788737272801	0.177841345152341	Hexoses
Blumenin	864	547.239	-1.3	17.1	C25H40O13	[M - H]-	0.6	NRHLRVSITHEZFV	0.401272462131985	0.0513856307497881	0.179121044756513	Fatty acyl glycosides of mono- and disaccharides
bayogenin	425	487.3422	-1.6	22.1	C30H48O5	[M - H]-	0.76	RWNHLTKFBKYDOJ	-0.804111757078982	0.0524668139786596	0.180579941661965	Triterpenoids
Harpagide	834	363.1293	-1.1	7.4	C15H24O10	[M - H]-	0.6	XUWSHXDEJOOIND	-0.463796247846354	0.0527808762392155	0.181161989524056	Iridoid O-glycosides
Sorbitan, trioctanoate	1753	541.3737	-1.8	24.9	C30H54O8	[M - H]-	0.56	YPSQXMOPHRARAQ	-1.90771532458404	0.0533669615785149	0.182019906222023	Tricarboxylic acids and derivatives
Shanzhiside	868	391.1245	-0.3	5.2	C16H24O11	[M - H]-	0.75	YSIFYNVXJOGADM	-0.605630029227699	0.0537176221862804	0.182526676704107	Iridoid O-glycosides
(2R)-2-Methylbutyric acid 6-O-(alpha-L-arabinopyranosyl)-beta-D-glucopyranosyl ester	1974	395.1555	-1	4.1	C16H28O11	[M - H]-	0.54	GQFJRCIBYXHCSJ	-0.313540396706343	0.0538786335300967	0.182592635839841	Fatty acyl glycosides of mono- and disaccharides
Randinoside	916	761.25	-1.3	9.5	C33H46O20	[M - H]-	0.52	OPUOJUNLPSQCAF	-0.313790514957188	0.0538757385871031	0.182592635839841	Iridoid O-glycosides
parahydroxybenzoate	639	137.0232	-9.2	16	C7H6O3	[M - H]-	0.79	FJKROLUGYXJWQN	0.33317580168248	0.0557450598083105	0.186226048245638	Hydroxybenzoic acid derivatives
Isoeucommin A	386	549.1972	-1	17.1	C27H34O12	[M - H]-	0.75	BRLYXYFYCNCKRT	-0.294390833041992	0.0566495113518652	0.188514954550271	Lignan glycosides
Neochlorogenate	278	353.0874	-1.2	10.2	C16H18O9	[M - H]-	0.87	CWVRJTMFETXNAD	-0.303638242326403	0.0573592877191585	0.189410503236504	Cyclitols and derivatives
3-(4-Hydroxy-2-methoxyphenyl)acrylic acid	584	193.0497	-5.1	14.5	C10H10O4	[M - H]-	0.59	PDDKFNWQAKHTBC	0.318411574175365	0.0578605469578906	0.19057771469272	Hydroxycinnamic acids
Methyl 2-O-[2-O-(6-deoxy-beta-L-altropyranosyl)-6-deoxy-beta-L-altropyranosyl]-6-deoxy-beta-L-altropyranoside	980	469.192	-1.5	8.6	C19H34O13	[M - H]-	0.68	QASVHSALIGRALF	-0.346013183968357	0.0590665816560787	0.192339285468468	Oligosaccharides
6-O-caffeoyl-d-glucopyranose	917	341.0876	-0.8	9.3	C15H18O9	[M - H]-	0.56	JVVFTHAOTNXPOZ	-1.45286034087161	0.0593743867536717	0.192854588712493	Coumaric acids and derivatives
Aceriphyllic acid C	1608	485.3268	-1.1	22.2	C30H46O5	[M - H]-	0.6	ZZWXYBPRSDQAJH	0.834850414532327	0.059331448777712	0.192854588712493	Triterpenoids
(2S,4aR,6S,7S,8R,8aS)-6-[(2S,3S,4R,5S)-2-carboxy-4,5-dihydroxyoxan-3-yl]oxy-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxine-2-carboxylic acid	1281	409.0983	-1.3	1.8	C15H22O13	[M - H]-	0.52	UKLLTPRAGNOSKX	-0.608173810826739	0.0603817556740409	0.195633854124813	Disaccharides
Petaslignolide A	545	535.1814	-1.4	14.9	C26H32O12	[M - H]-	0.56	BCIBSYKCKPSDSW	-0.417969089248831	0.0618254853539723	0.19831831682574	Lignan glycosides
(2R,3R,4S,5S,6R)-2-pent-2-enoxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol	959	379.1605	-1.4	7.4	C16H28O10	[M - H]-	0.54	UEJRJWDCFDAXKG	-0.305105291220864	0.0670596299841743	0.210397549548888	Fatty acyl glycosides of mono- and disaccharides
(1S,4aS,7aR)-7-[(4-hydroxy-3-methoxybenzoyl)oxymethyl]-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylic acid	1007	523.1449	-1.6	17.4	C24H28O13	[M - H]-	0.73	RYWDJUUPROVLNV	-0.268115386987727	0.0678633049552968	0.212144804217831	Hydrolyzable tannins
(2S,3R,4S,5S,6R)-2-[3-[2-(4-hydroxy-3-methoxyphenyl)ethenyl]-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	368	581.1865	-1.9	13.6	C27H34O14	[M - H]-	0.52	SFRZEUPWVSKCBR	-0.562964697341098	0.0683232295414916	0.212656701908081	Stilbene glycosides
Olivil 4'-O-glucoside	535	537.197	-1.4	12.5	C26H34O12	[M - H]-	0.74	SXGSYHDLSPXCMU	-0.381751542097807	0.0701109553068666	0.216287265234939	Lignan glycosides
juniperate	198	271.2274	-1.6	23.7	C16H32O3	[M - H]-	0.67	UGAGPNKCDRTDHP	-0.436111586864437	0.0699728874455409	0.216287265234939	Long-chain fatty acids
(2S,3R,4S,5S,6R)-2-[[(1R,2R,4S,5S,6R,10S)-7-[[(2S,3S,4S)-3,4-dihydroxyoxan-2-yl]oxymethyl]-5-hydroxy-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-10-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	957	477.1601	-2.7	11.5	C20H30O13	[M - H]-	0.61	IMEGVKSWPUMUQL	0.288316481318698	0.0706680069080017	0.216967606923496	O-glycosyl compounds
Ixoside	873	387.0931	-0.6	7.8	C16H20O11	[M - H]-	0.69	AYRQUPRKTDTPEN	-0.310714993216905	0.0718323925834678	0.218719882494408	Iridoid O-glycosides
p-hydroxy-o-methoxybenzaldehyde	2372	151.0388	-8.1	15	C8H8O3	[M - H]-	0.63	WBIZZNFQJPOKDK	-0.665940123381847	0.0730322569930592	0.220876591682342	Methoxyphenols
Formylpyruvate	330	115.0024	-10.8	2	C4H4O4	[M - H]-	0.51	YEZSWHPLZBZVLH	-0.407772489564705	0.0734424318283924	0.221529861620379	Gamma-keto acids and derivatives
(1S)-1-(3,4-Dimethoxyphenyl)-2-O-(2-methoxyphenyl)-D-glycerol	575	333.1341	-0.8	18.8	C18H22O6	[M - H]-	0.5	IEWUCQVFAWBYOC	-1.43225036459814	0.0743708033035706	0.223045545804164	Lignans, neolignans and related compounds
Africanal	984	373.1287	-1.6	12.7	C20H22O7	[M - H]-	0.54	OKCDYSZILXWATF	-0.401878855528358	0.0745130100822763	0.223045545804164	Aryltetralin lignans
3-[[(2R,3S,4S,5S,6R)-6-(2-aminoethoxy)-3,4-dihydroxy-5-[[(1R,12S)-9-(2-methylpropyl)-5,7,11,19-tetraoxapentacyclo[10.8.0.02,10.04,8.013,18]icosa-2,4(8),9,13(18),14,16-hexaen-15-yl]peroxy]oxan-2-yl]methoxy]-3-oxopropanoic acid	91	646.2133	-1.4	15	C31H37NO14	[M - H]-	0.5	SJOJZLMIPGBCES	-0.658401792530124	0.074207468368815	0.223045545804164	Lignan glycosides
18-oxo-9Z-octadecenoate	423	295.2272	-2.2	24.7	C18H32O3	[M - H]-	0.57	SNOSCANYFCXCGY	-1.57673657377894	0.0744744035844223	0.223045545804164	Lineolic acids and derivatives
Tichocarpol A	628	261.007	-1.6	6.4	C9H10O7S	[M - H]-	0.57	WXGOORTYNRYLMK	-0.345417367882056	0.0741188894020466	0.223045545804164	Phenylpropanoic acids
(2S)-2beta-(beta-D-Glucopyranosyloxy)-3alpha-vinyl-5-[[(1S)-1alpha-(beta-D-glucopyranosyloxy)-4-(methoxycarbonyl)-7alpha-methyl-1,4aalpha,5,6,7,7aalpha-hexahydrocyclopenta[c]pyran-6alpha-yl]oxycarbonyl]-3,4-dihydro-2H-pyran-4alpha-acetic acid	533	761.2501	-1.2	8.8	C33H46O20	[M - H]-	0.54	ZWQKSBAPLOZUOM	-0.279283479781899	0.0745503142625784	0.223045545804164	Iridoid O-glycosides
Pinoresinoldiglucoside	316	681.2388	-1.9	13.8	C32H42O16	[M - H]-	0.73	ZJSJQWDXAYNLNS	-0.429734450274681	0.0752733857496998	0.224687571583884	Lignan glycosides
dihydroxybenzaldehyde	339	137.0232	-8.8	7.7	C7H6O3	[M - H]-	0.74	IXWOUPGDGMCKGT	0.250597810405706	0.0757916429211511	0.225712063618532	Aryl-aldehydes
9-HOTrE	279	293.2119	-1	23.3	C18H30O3	[M - H]-	0.56	RIGGEAZDTKMXSI	-3.16802676733771	0.0778729521375877	0.23083506886945	Lineolic acids and derivatives
9-hydroxynonanoate	1102	173.1172	-6.3	17.7	C9H18O3	[M - H]-	0.76	AFZMICRBFKZNIH	-0.351632588192529	0.0796209455789068	0.232716886404606	Medium-chain hydroxy acids and derivatives
(4R,5R,6R)-5-[(2S,4S,5R,6R)-5-[(2S,4R,5S,6R)-4-hydroxy-5-[(2S,4S,5R,6R)-5-[(2S,4R,5R,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-one	2454	721.3641	-1.5	23.2	C34H58O16	[M - H]-	0.54	BHMCKTNDLPGOOT	0.637487812123897	0.0794747263808208	0.232716886404606	Oligosaccharides
5-Cbpd	1365	492.1718	-1.1	14.3	C20H31NO13	[M - H]-	0.52	JBPUGXTYHUSDKT	0.352953751619401	0.0794442373757837	0.232716886404606	Pyridoxines
Mirabiloside B	511	617.2079	8.2	6.1	C34H34O11	[M - H]-	0.5	NUSFHFKZRADEDF	-0.287448444663165	0.0797680215516369	0.232716886404606	Phenylpropanoids and polyketides
1,4-dihydropyrido[2,3-b]pyrazine-2,3-dione	885	162.0311	1.2	17	C7H5N3O2	[M - H]-	0.5	ZTCJWOFMAWQWRD	-0.266805053900043	0.0808041537758107	0.234942404270367	Pyridopyrazines
Benzoic acid + 2O, O-Hex	302	315.072	-0.7	5.6	C13H16O9	[M - H]-	0.71	CBTFERBMQQAROP	-0.299026242684899	0.0815851379177249	0.235883487320418	Saccharolipids
3-(2,4-Dihydroxy-5-prenylphenyl)-7-hydroxy-4H-1-benzopyran-4-one	294	337.1078	-1	19.8	C20H18O5	[M - H]-	0.53	GRTQKTZKFPAJMA	-0.270082882031031	0.0814040693420406	0.235883487320418	Isoflavones
methyl 7-(hydroxymethyl)-1-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate	1005	519.171	-1.8	10.2	C22H32O14	[M - H]-	0.57	CZGSZFUIWKITKI	-0.309961851216273	0.0820701408142847	0.236754914049262	Iridoid O-glycosides
garcimangosone D	900	391.1033	-0.5	8.3	C19H20O9	[M - H]-	0.53	CCXXIROIENJKKR	-0.342586816769352	0.082910838272503	0.23842148028248	Phenolic glycosides
8-Hydroxypinoresinol diglucoside	405	697.2336	-1.9	12.1	C32H42O17	[M - H]-	0.61	COHZMNDRCLPQIO	-0.396135559995016	0.0830176383457413	0.23842148028248	Lignan glycosides
Gardenoside	2061	403.1241	-1.3	4.5	C17H24O11	[M - H]-	0.76	XJMPAUZQVRGFRE	-0.899596948676759	0.0838624593089841	0.239920734382728	Iridoid O-glycosides
alpha-D-Xylopyranosyl-(1->6)-beta-D-glucopyranosyl-(1->4)-D-glucose	2207	473.1508	-0.9	1.5	C17H30O15	[M - H]-	0.65	BSCUNSVAACYEAI	-0.372560837660849	0.0841715082032114	0.240130884575312	Oligosaccharides
(2R)-3-(3,4-dihydroxyphenyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropanoic acid	789	359.0983	-0.2	3.5	C15H20O10	[M - H]-	0.55	DOXUPTYBRZGKMG	-0.463261083853332	0.0851157517651417	0.240167969149125	Fatty acyl glycosides of mono- and disaccharides
(2S,3R,4S,5S,6R)-2-[5-[(3R,3aS,6R,6aS)-3-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	256	519.1862	-1.9	16.6	C26H32O11	[M - H]-	0.7	LCDQSGHUYZMSFQ	-0.251269611499582	0.0849953943376346	0.240167969149125	Lignan glycosides
6beta-Hydroxyipolamiide	1493	421.1349	-0.6	3.1	C17H26O12	[M - H]-	0.8	RRKJSAASNMDKLI	-0.793677181159116	0.0844903687425408	0.240167969149125	Iridoid O-glycosides
(2R,3R,4R,5R,6S)-2-[[(2R,3S,4S,5R,6R)-6-[[(1S,2S,4R)-3,3-dimethyl-2-bicyclo[2.2.1]heptanyl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol	1430	461.2387	-1.2	18.7	C22H38O10	[M - H]-	0.5	AEOXKDYZLWKANW	-0.680804657590167	0.0867277530929828	0.240973190007331	Terpene glycosides
malate	404	133.0131	-8.6	1.8	C4H6O5	[M - H]-	0.98	BJEPYKJPYRNKOW	-0.34794871215247	0.0871416945989681	0.240973190007331	Beta hydroxy acids and derivatives
7-Ethoxy-4,7-dioxoheptanoic acid	1238	201.0759	-4.5	9.8	C9H14O5	[M - H]-	0.52	JYEYJELELKLPLO	0.277961281541053	0.0883546638315106	0.242669518659708	Medium-chain keto acids and derivatives
(2S,3R,4S,5S,6R)-2-[4-[(3R,3aS,6R,6aS)-3a,6a-dihydroxy-3-(4-hydroxy-3-methoxyphenyl)-1,3,4,6-tetrahydrofuro[3,4-c]furan-6-yl]-2,6-dimethoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	611	581.187	-1.1	14.7	C27H34O14	[M - H]-	0.53	DLHKWKLJJLXZPM	-0.426868723495033	0.0892118730904294	0.244191797093862	Lignan glycosides
Nyctanthoside	2110	421.1348	-0.9	1.3	C17H26O12	[M - H]-	0.69	JDBBFQGXBSMMHP	-1.17754411243688	0.0896091590626966	0.244191797093862	Iridoid O-glycosides
[6-[[2-formyl-3-(1-hydroxycyclohexyl)phenyl]methyl]-5-hydroxy-4-(hydroxymethyl)-9,10-dioxo-1-[(E)-2-phenylethenyl]-7-[(2R,3R,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyanthracen-2-yl] acetate	1282	791.276	6.4	18.1	C45H44O13	[M - H]-	0.5	RCMXSKCSVJRHHE	-1.38994008662523	0.0904817112694749	0.245533969346874	Stilbene glycosides
8-Hydroxypinoresinol 4-glucoside	481	535.1813	-1.5	14.7	C26H32O12	[M - H]-	0.67	ORRYWOBRSQRASU	-0.320810427291781	0.0909271457736525	0.246066221353882	Lignan glycosides
(1R,2R)-2-[4-[(3R,3aS,6R,6aS)-3-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-3-methoxyphenoxy]-1-(4-hydroxy-3,5-dimethoxyphenyl)propane-1,3-diol	2352	583.218	-0.9	19.5	C31H36O11	[M - H]-	0.56	PSMZYRYRXSDBAP	-0.815273575713632	0.0921351355871587	0.248293118787129	Furanoid lignans
Methyl 2,4-dihydroxy-3-formylbenzoate	776	195.0289	-5.4	11.6	C9H8O5	[M - H]-	0.63	YYUAKVMGFMRTGB	0.264972442312871	0.0941216652379771	0.251283410609465	p-Hydroxybenzoic acid esters
1beta,4beta-Bis[4-(beta-D-glucopyranosyloxy)-3,5-dimethoxyphenyl]-3aalpha,4,6,6aalpha-tetrahydro-1H,3H-furo[3,4-c]furan-3abeta,6abeta-diol	643	773.2499	-1.4	12.9	C34H46O20	[M - H]-	0.51	KYPRWRHZZDHCQX	-0.289311300673995	0.0944117868006053	0.251797309367902	Lignan glycosides
5-{[2-O-(beta-d-apiofuranosyl)-beta-d-glucopyranosyl]oxy}-2-hydroxybenzoic acid	291	447.1139	-1.1	7.5	C18H24O13	[M - H]-	0.54	NLDUZEXSCTUSEF	-0.294000346409637	0.0948805380177391	0.252346225361466	Phenolic glycosides
3-(beta-D-Glucopyranosyloxy)-2-hydroxybenzoic acid methyl ester	1918	329.0877	-0.4	3.5	C14H18O9	[M - H]-	0.59	VSTYNZNDJYVPKL	-0.935946917599169	0.0950299058885982	0.252346225361466	Phenolic glycosides
3-(Hydroxymethyl)-4-[3-[[2-O-(beta-D-glucurono pyranosyl)-beta-D-glucopyranosyl]oxy]butyl]-5,5-dimethyl-2-cyclohexene-1-one	534	563.2335	-1.9	12.2	C25H40O14	[M - H]-	0.65	XZEPVFVLDOFLSB	-0.24802806740948	0.0973492284264809	0.256480121376605	Fatty acyl glycosides of mono- and disaccharides
Myricanone 5-O-(6'-O-galloyl)-glucoside	623	669.2184	-0.7	19.5	C34H38O14	[M - H]-	0.57	YKMSIFYXABDQQY	-0.319872800506658	0.0982423007544629	0.256528755641328	Meta,meta-bridged biphenyls
methyl (1R,4aS,5S,7S,7aR)-5-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate	315	551.1975	-1.2	8.7	C23H36O15	[M - H]-	0.54	WRUPFIVZXCSYTA	-0.241698872178398	0.100304644246575	0.260509242207369	Iridoid O-glycosides
Sescandelin B	627	221.0447	-3.9	15.5	C11H10O5	[M - H]-	0.57	SIGBMSMENCGPQO	0.267816147378332	0.102405868790303	0.264104735610193	Isocoumarins and derivatives
4-[(R)-hydroxy-[(3S,4R,5S)-5-(4-hydroxy-3-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methyl]benzene-1,2-diol	1201	361.129	-0.8	12.7	C19H22O7	[M - H]-	0.52	ZDLBOZNAOGGREF	-0.376762275026932	0.104048702807904	0.266771892208967	Tetrahydrofuran lignans
ethyl 2,4-dihydroxy-3-methylbenzoate	1208	195.0654	-4.7	4	C10H12O4	[M - H]-	0.54	UVPPZNJTHYPGSF	-0.305568375637028	0.104261546976486	0.267021379992411	p-Hydroxybenzoic acid esters
beta-Hydroxypalmitate	199	271.2275	-1.4	23.7	C16H32O3	[M - H]-	0.63	CBWALJHXHCJYTE	-1.19349726634682	0.106900084041423	0.271925467632404	Long-chain fatty acids
lysophosphatidylinositol	576	375.0692	-1.6	7.3	C11H21O12P	[M - H]-	0.52	FBDBXJJQMHPGMP	-0.322825587818914	0.106828585702081	0.271925467632404	Lysophosphatidylinositols
7-epi-6beta-Hydroxyloganin	783	405.1396	-1.6	6.3	C17H26O11	[M - H]-	0.72	QDEYKGKBMCIYCT	-0.258411585017028	0.106793406854392	0.271925467632404	Iridoid O-glycosides
beta-D-Fructofuranosyl 2-O-alanyl-alpha-D-glucopyranoside	1984	412.1457	-0.9	4.1	C15H27NO12	[M - H]-	0.62	LJCFNEWFKJURHR	-0.27500988414034	0.109202176567595	0.274246782916838	Alpha amino acids and derivatives
(S)-3,5,5-Trimethyl-4beta-hydroxy-4-[(1E,3R)-3-(6-O-alpha-L-arabinopyranosyl-beta-D-glucopyranosyloxy)-1-butenyl]-2-cyclohexen-1-one	1676	517.2278	-2.5	12.2	C24H38O12	[M - H]-	0.83	ZHAMWJWQXSZIAQ	-0.356041940753103	0.108867365093409	0.274246782916838	Fatty acyl glycosides of mono- and disaccharides
dodecanoylglycinate	12	256.1914	-1.6	23.1	C14H27NO3	[M - H]-	0.87	JWGGSJFIGIGFSQ	-0.336553494213776	0.109497951274737	0.274337849842597	Alpha amino acids and derivatives
Mesosyringresinol	732	417.1548	-1.7	17	C22H26O8	[M - H]-	0.68	KOWMJRJXZMEZLD	0.346867931354279	0.109411905040981	0.274337849842597	Furanoid lignans
Secologanin dimethyl acetal	1172	433.171	-1.4	8.3	C19H30O11	[M - H]-	0.56	HUVIXLWRQSMCLN	-0.29688392221641	0.112199393648814	0.279037836278006	Terpene glycosides
Macfadienoside	1507	377.1087	-0.6	2.9	C15H22O11	[M - H]-	0.57	ZLRJFSGSNKPVIT	-0.950574444845535	0.117215889009675	0.28621694860734	O-glycosyl compounds
4-carboxy-5-hydroxy-2-methylphenolate	1770	167.0339	-6.8	8	C8H8O4	[M - H]-	0.57	YLRJQJWRABXQKQ	0.841252289317932	0.119254043287812	0.289290400625444	Hydroxybenzoic acid derivatives
(2R,3R,4R,5R,6S)-2-[[(1S,4aS,5R,7aS)-7-(hydroxymethyl)-1-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-5-yl]oxy]-6-methyloxane-3,4,5-triol	735	491.1767	-0.7	4.9	C21H32O13	[M - H]-	0.71	GKYZLSXVWCJFOK	-0.318959679826989	0.120058033805442	0.289414192732156	Iridoid O-glycosides
Tortoside A	312	579.2074	-1.6	17.1	C28H36O13	[M - H]-	0.75	WEKCEGQSIIQPAQ	0.222746744835848	0.120187126954688	0.289414192732156	Lignan glycosides
Fucbeta1-3GlcNAcbeta	1989	366.1402	-1.1	2	C14H25NO10	[M - H]-	0.61	TUXVLTYUDHJDAL	-0.254155432268008	0.123710396717297	0.294869790327087	Amino sugars
quinate	569	191.0546	-7.7	1.4	C7H12O6	[M - H]-	0.65	AAWZDTNXLSGCEK	0.337648241596025	0.124456250393915	0.296373656293542	Cyclitols and derivatives
Pallidol 3,3''-diglucoside	473	777.2361	-5.1	14.5	C40H42O16	[M - H]-	0.61	BYOGHJOVDNNJNN	-0.207158181085212	0.125454822806816	0.298135792627555	Phenolic glycosides
(Z)-2-(5-Oxohexyl)-2-pentenedioic acid	1427	227.0917	-3.5	17.3	C11H16O5	[M - H]-	0.56	ZVMSPBRNCJKZRT	-0.454623251429927	0.126823306380988	0.300346471218152	Medium-chain fatty acids
Erigeside C	1860	359.0981	-0.9	7.4	C15H20O10	[M - H]-	0.63	CIYLTHWUJCCASO	-1.06154732258716	0.127512336025809	0.300718003325716	Hydrolyzable tannins
7-hydroxy pelargonic acid	780	173.1172	-6.3	20.9	C9H18O3	[M - H]-	0.81	MWIPYAMYXNEILL	-0.272011569328831	0.127890722541966	0.300718003325716	Medium-chain hydroxy acids and derivatives
Fraxiresinol	1565	403.1394	-1.1	18.8	C21H24O8	[M - H]-	0.51	IIWORNRJBHZPOA	0.462594296164114	0.12954906978128	0.302784268576735	Furanoid lignans
Stilbericoside	849	347.0981	-1	4	C14H20O10	[M - H]-	0.61	PWZIGDMWDRKORM	-0.247960543860883	0.129805454008917	0.302784268576735	O-glycosyl compounds
6-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranose 1-[3-(3,4-dihydroxyphenyl)propenoate]	906	473.1288	-2.6	11.6	C20H26O13	[M - H]-	0.51	LULOGYYPGZOKQW	-0.262385057722463	0.131205642491891	0.304571873975325	Fatty acid esters
5-DODECYLBENZENE-1,3-DIOL	1746	277.2168	-1.9	25.7	C18H30O2	[M - H]-	0.6	VXCBVCVQEPHVDJ	-1.87786858038413	0.132674546405695	0.306876820789495	Resorcinols
(2R,3R,4R,5S)-2-(hydroxymethyl)-6-[3-[(E)-2-(4-hydroxyphenyl)vinyl]-5-[(3S,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-phenoxy]tetrahydropyran-3,4,5-triol	699	551.1762	-1.5	12.2	C26H32O13	[M - H]-	0.54	LKWXYXPBNAKWNA	-0.345533296125677	0.13369542596067	0.30785759245765	Stilbene glycosides
Hendecanedioate	78	215.1281	-3.8	20.2	C11H20O4	[M - H]-	0.86	LWBHHRRTOZQPDM	-0.204032622619726	0.134120709300808	0.308561382057791	Medium-chain fatty acids
G-b-S-r-S	872	613.2285	-0.9	19.9	C32H38O12	[M - H]-	0.53	FITCDKVKQIBVRK	-0.20155443353708	0.137916074340275	0.313932529323538	Furanoid lignans
Jasmonate	1473	209.1175	-4.1	19.1	C12H18O3	[M - H]-	0.71	ZNJFBWYDHIGLCU	1.37570173213035	0.137750020689598	0.313932529323538	Jasmonic acids
